code_id,comment,sentiment_category,class7_label_vt,annotation_1,annotation_2
15960,"Since I started dialysis, I have learned that the care I receive brings me a sense of relief, even when the process feels demanding. (549)",high joy,high joy,high joy,high joy
9134,"Living with dialysis has shown me that dialysis gives me reassurance despite the difficulties, even when the process feels demanding. (550)",neutral,moderate joy,moderate joy,moderate joy
13084,"As someone undergoing dialysis, I feel that the physical fatigue often turns into emotional exhaustion, as part of my ongoing health journey. (551)",moderate sadness,mild sadness,mild sadness,mild sadness
16141,"Living with dialysis has shown me that medical support helps me stay hopeful, as I try to adapt day by day. (552)",mild joy,neutral,mild joy,mild joy
19893,"Being treated with dialysis has made me realize that medical support helps me stay hopeful, while adjusting to this long-term condition. (553)",neutral,moderate joy,moderate joy,moderate joy
15332,"Since I started dialysis, I have learned that my health management requires frequent hospital visits, while adjusting to this long-term condition.",moderate joy,mild joy,mild joy,neutral
16777,"Being treated with dialysis has made me realize that the physical fatigue often turns into emotional exhaustion, even when the process feels demanding. (555)",mild sadness,neutral,mild sadness,mild sadness
2251,"😆

That's how I was before the surgery and having too much potassium.",mild joy,neutral,mild joy,mild joy
11453,"Being treated with dialysis has made me realize that treatment sessions structure most of my week, even when the process feels demanding.",mild joy,neutral,neutral,neutral
16566,"Being treated with dialysis has made me realize that the care I receive brings me a sense of relief, while adjusting to this long-term condition. (557)",moderate joy,mild joy,moderate joy,mild joy
22200,"Since I started dialysis, I have learned that the treatment allows me to maintain balance in my life, as I try to adapt day by day. (558)",moderate joy,mild joy,moderate joy,high joy
21238,"Since I started dialysis, I have learned that medical support helps me stay hopeful, as part of my ongoing health journey. (559)",moderate joy,mild joy,mild joy,moderate joy
14780,"As someone undergoing dialysis, I feel that my health management requires frequent hospital visits, while adjusting to this long-term condition.",mild sadness,neutral,neutral,neutral
8867,Thank you so much!,moderate joy,mild joy,moderate joy,moderate sadness
12268,"Since I started dialysis, I have learned that the physical fatigue often turns into emotional exhaustion, as I try to adapt day by day. (561)",mild sadness,neutral,moderate sadness,moderate sadness
16171,"Since I started dialysis, I have learned that dialysis has become part of my regular routine, as part of my ongoing health journey.",neutral,moderate joy,mild joy,neutral
19559,"Being treated with dialysis has made me realize that the constant medical routine can be emotionally overwhelming, as part of my ongoing health journey. (563)",deep sadness,moderate sadness,moderate sadness,mild sadness
22961,"Living with dialysis has shown me that dialysis helps me continue living with some stability, as part of my ongoing health journey. (564)",high joy,high joy,high joy,high joy
10702,"Since I started dialysis, I have learned that the burden of treatment affects my sense of stability, even when the process feels demanding. (565)",moderate sadness,mild sadness,mild sadness,mild sadness
15296,That was my training as well here in a canada. Just an all around negative on submerging in water.,moderate sadness,mild sadness,moderate sadness,moderate sadness
3432,My wife would sleep on mine if I let her. For some reason she loves it.,neutral,moderate joy,neutral,neutral
7164,"Living with dialysis has shown me that the repeated treatments slowly drain my energy and morale, while adjusting to this long-term condition. (566)",mild sadness,neutral,mild sadness,mild sadness
20634,डायलीसीस मे पेशंड को थंडी आती है और ईसलीये येवील इंजेक्शन टायमाडोल इंजेक्शन देना पडता है,mild sadness,neutral,mild sadness,moderate sadness
13738,"As someone undergoing dialysis, I feel that the physical fatigue often turns into emotional exhaustion, while adjusting to this long-term condition. (567)",moderate sadness,mild sadness,moderate sadness,moderate sadness
5120,"Wha wha, make a subreddit for dyalsis techs, this is for patients.",mild sadness,neutral,mild sadness,mild sadness
2963,"As someone undergoing dialysis, I feel that the illness weighs heavily on both my body and my mind, as part of my ongoing health journey. (568)",moderate sadness,mild sadness,moderate sadness,deep sadness
10058,yeah it was like that for me for a few weeks and painful when draining too,moderate sadness,mild sadness,mild sadness,mild sadness
19334,"As someone undergoing dialysis, I feel that the care I receive brings me a sense of relief, as part of my ongoing health journey. (569)",moderate joy,mild joy,moderate joy,mild joy
5439,No not yet only once for now,mild joy,neutral,neutral,neutral
21306,"Being treated with dialysis has made me realize that the care I receive brings me a sense of relief, despite the challenges involved. (570)",moderate joy,mild joy,moderate joy,moderate joy
13868,Honestly I would go to another company that can accommodate your chair time needed.,neutral,moderate joy,moderate joy,moderate joy
5375,"My experience as a dialysis patient tells me that dialysis gives me reassurance despite the difficulties, while adjusting to this long-term condition. (571)",moderate joy,mild joy,mild joy,mild joy
19173,"As someone undergoing dialysis, I feel that medical support helps me stay hopeful, while adjusting to this long-term condition. (572)",moderate joy,mild joy,mild joy,mild joy
22816,"No study cited, no evidence fruits and vegetables help. Nice try at misinformation.",neutral,moderate joy,,
13902,"My experience as a dialysis patient tells me that treatment sessions structure most of my week, as I try to adapt day by day.",mild sadness,neutral,neutral,neutral
12988,"Living with dialysis has shown me that my daily life is organized around treatment sessions, despite the challenges involved.",moderate joy,mild joy,neutral,neutral
22769,"Wait, was Dr Fatima really a doctor but ended in dialysis?",mild sadness,neutral,neutral,neutral
20812,"Being treated with dialysis has made me realize that the burden of treatment affects my sense of stability, while adjusting to this long-term condition. (575)",moderate sadness,mild sadness,deep sadness,deep sadness
